years_experience,education_level,job_category,company_size,salary,num_employees
1,PhD,Software Developer,Large,53007,8561
17,PhD,Data Analyst,Medium,72463,1743
8,Master,Data Scientist,Large,51357,2580
2,Bachelor,Project Manager,Large,45414,9919
8,PhD,Project Manager,Large,63844,4617
7,PhD,Business Analyst,Small,57535,159
2,PhD,Software Developer,Small,36620,406
3,Bachelor,Data Analyst,Small,29449,249
18,MBA,Software Developer,Large,73948,8947
12,MBA,Data Scientist,Medium,71555,646
1,PhD,Data Scientist,Medium,42082,1585
12,PhD,Project Manager,Large,64518,6876
5,MBA,Project Manager,Large,62541,4907
17,MBA,Data Analyst,Medium,75743,555
16,Master,QA Engineer,Small,60486,315
15,PhD,Software Developer,Large,53995,2134
15,MBA,Software Developer,Medium,81955,735
5,Master,Data Scientist,Medium,45169,1105
14,Bachelor,Software Developer,Medium,53669,1217
2,PhD,Data Analyst,Small,50932,407
11,MBA,Business Analyst,Medium,66158,1914
19,PhD,Project Manager,Medium,71285,1199
7,Master,Data Scientist,Medium,44379,550
6,MBA,Project Manager,Large,62734,4104
2,Bachelor,Project Manager,Large,38751,5720
6,Bachelor,Project Manager,Large,41732,4841
18,Master,Business Analyst,Medium,62900,1651
2,Bachelor,Software Developer,Medium,41589,1750
18,Bachelor,QA Engineer,Small,63369,57
15,Bachelor,Project Manager,Medium,64097,1404
19,Bachelor,Data Analyst,Small,62039,497
2,Bachelor,Project Manager,Medium,36920,1444
20,Bachelor,Project Manager,Small,54327,207
6,Bachelor,Software Developer,Large,40651,7984
1,MBA,Data Analyst,Medium,50405,1815
15,Bachelor,Software Developer,Small,52562,213
10,MBA,Project Manager,Large,69483,7430
19,PhD,Software Developer,Large,72650,3558
17,Master,Software Developer,Medium,62366,1788
5,Bachelor,Data Scientist,Small,43027,79
4,Master,Business Analyst,Small,47340,489
10,Bachelor,QA Engineer,Small,54142,144
17,MBA,Business Analyst,Large,71773,3892
10,Bachelor,Business Analyst,Small,44553,410
17,PhD,Data Analyst,Large,76163,8839
20,Master,Data Scientist,Small,61626,452
5,Master,Data Scientist,Large,53735,4201
2,PhD,Software Developer,Medium,56860,1811
6,MBA,Business Analyst,Large,60308,8771
2,MBA,QA Engineer,Small,59658,98
13,PhD,Data Analyst,Large,66552,3610
11,Master,Data Scientist,Small,63724,275
11,Bachelor,Software Developer,Medium,48955,1249
16,MBA,QA Engineer,Large,74761,8576
11,Bachelor,Business Analyst,Medium,53004,845
19,Master,QA Engineer,Large,60142,4636
15,Bachelor,Data Scientist,Large,54046,9731
16,PhD,Data Analyst,Medium,56372,1836
11,MBA,Business Analyst,Medium,80854,1567
16,MBA,Data Analyst,Large,83254,2986
8,PhD,Project Manager,Large,57535,7569
4,PhD,QA Engineer,Large,48188,9868
8,MBA,QA Engineer,Medium,60738,1670
4,MBA,Software Developer,Small,63716,126
3,MBA,Business Analyst,Medium,55070,1384
3,Master,QA Engineer,Large,38570,6367
18,Master,Data Scientist,Large,55778,3010
19,Master,Project Manager,Medium,64360,1566
19,Bachelor,Data Scientist,Large,60036,9827
5,Master,Data Analyst,Large,56757,4655
18,MBA,Project Manager,Large,74317,7078
10,Master,Project Manager,Large,55810,7371
6,MBA,Data Scientist,Large,59720,5144
1,PhD,QA Engineer,Small,44898,162
5,Bachelor,Data Scientist,Medium,44267,1847
9,Bachelor,Business Analyst,Medium,51920,1843
12,PhD,Data Analyst,Medium,61569,1618
14,MBA,Project Manager,Small,66339,299
2,Bachelor,Business Analyst,Small,42316,495
17,Master,QA Engineer,Medium,64071,1152
14,MBA,QA Engineer,Medium,75926,1761
13,Bachelor,Data Scientist,Medium,60537,1661
9,PhD,Software Developer,Large,54461,6063
15,MBA,Project Manager,Small,77784,494
15,Bachelor,Project Manager,Small,57194,458
11,PhD,Software Developer,Large,61132,3667
16,MBA,QA Engineer,Small,75611,444
17,Master,QA Engineer,Medium,63603,1159
4,MBA,Project Manager,Small,63933,79
1,Master,Data Analyst,Large,38252,8449
8,MBA,Project Manager,Medium,70437,1127
17,PhD,QA Engineer,Small,71201,120
3,Master,QA Engineer,Medium,41608,761
20,Master,Data Analyst,Small,67136,299
15,MBA,Business Analyst,Medium,76445,1951
15,Bachelor,Business Analyst,Large,56262,2809
14,Master,Data Analyst,Large,57713,9790
14,MBA,Data Analyst,Small,68171,243
2,PhD,Business Analyst,Small,46261,340
13,MBA,Business Analyst,Medium,79944,1955
14,MBA,Business Analyst,Large,73171,9148
19,Master,Business Analyst,Medium,68762,563
7,Bachelor,Project Manager,Large,44822,3519
3,PhD,Project Manager,Medium,46356,881
15,Master,Data Scientist,Medium,61839,962
14,Master,Data Analyst,Medium,58285,1552
11,Master,Software Developer,Small,58815,476
15,PhD,Data Scientist,Large,65084,4697
13,Bachelor,Software Developer,Small,49055,484
18,PhD,Software Developer,Small,59994,95
6,PhD,QA Engineer,Medium,58910,997
3,Bachelor,Data Analyst,Large,41287,5971
19,PhD,Project Manager,Small,68009,239
15,MBA,Data Scientist,Medium,76220,1851
5,PhD,Data Analyst,Large,48960,5055
10,Master,Business Analyst,Large,63261,8199
7,PhD,Data Analyst,Small,47373,301
17,Master,Software Developer,Medium,59048,508
7,PhD,Project Manager,Small,54851,495
12,Master,Business Analyst,Large,53781,9370
17,Master,Data Analyst,Small,60978,81
13,Master,Data Analyst,Medium,56463,720
20,Bachelor,Project Manager,Large,60765,2219
4,PhD,Software Developer,Medium,51246,810
10,PhD,Business Analyst,Medium,56019,1423
3,MBA,Software Developer,Large,60854,6797
9,MBA,Project Manager,Medium,76708,930
13,MBA,Data Analyst,Medium,65377,735
18,PhD,Data Scientist,Medium,67447,741
15,Bachelor,Data Scientist,Large,56751,5211
4,Master,QA Engineer,Medium,52549,1494
15,PhD,Data Scientist,Small,82568,450
2,Bachelor,Project Manager,Small,44266,484
15,Bachelor,Project Manager,Medium,50255,1488
8,PhD,Project Manager,Small,62002,205
8,Master,Business Analyst,Small,52513,134
17,Bachelor,QA Engineer,Large,51570,7671
12,PhD,Business Analyst,Medium,60214,923
19,Master,Data Scientist,Large,54710,5028
10,MBA,Data Scientist,Medium,59391,645
9,Bachelor,Data Analyst,Small,43362,305
5,Bachelor,Business Analyst,Large,42676,6908
6,PhD,Software Developer,Large,60375,2993
20,PhD,Data Analyst,Small,70354,356
2,Master,Business Analyst,Small,38955,68
13,MBA,Project Manager,Medium,81377,1981
6,MBA,QA Engineer,Medium,57621,506
5,PhD,Business Analyst,Small,49193,402
1,PhD,QA Engineer,Small,46958,234
6,Master,QA Engineer,Large,56008,9927
6,PhD,Data Scientist,Large,58812,6833
16,Master,Software Developer,Medium,57269,1221
4,Master,Business Analyst,Large,44884,9715
11,MBA,Software Developer,Small,68707,380
9,Master,QA Engineer,Small,43096,274
3,MBA,Data Scientist,Small,61495,184
19,MBA,Software Developer,Small,78803,441
8,MBA,Data Analyst,Medium,64610,1757
5,PhD,QA Engineer,Small,55432,207
4,MBA,Data Analyst,Small,64721,312
6,Master,Project Manager,Small,48006,288
2,PhD,Software Developer,Small,49631,107
20,Master,Software Developer,Medium,68928,1031
11,PhD,Software Developer,Medium,55370,1469
4,Master,Project Manager,Large,39411,7553
15,Bachelor,Business Analyst,Medium,53159,1128
6,Bachelor,QA Engineer,Medium,46955,1035
17,Bachelor,QA Engineer,Medium,56019,1437
6,Master,QA Engineer,Large,53270,9989
19,PhD,Business Analyst,Small,69579,289
2,MBA,Software Developer,Large,66478,7058
15,MBA,Software Developer,Small,73230,135
11,Master,Project Manager,Medium,57613,1458
8,Master,Data Analyst,Small,54341,76
19,Master,Business Analyst,Large,66044,9718
13,Master,Data Scientist,Small,57287,89
12,MBA,Business Analyst,Small,69392,283
5,PhD,Project Manager,Medium,56190,1638
6,MBA,Data Analyst,Small,68501,405
4,Master,Data Analyst,Small,52062,158
19,Bachelor,Data Analyst,Medium,55581,1313
20,MBA,Software Developer,Large,75893,7509
1,Bachelor,Data Scientist,Medium,31718,830
20,Bachelor,Data Analyst,Small,53840,469
17,Master,QA Engineer,Medium,63539,1458
12,MBA,Software Developer,Medium,73345,1927
15,PhD,Data Scientist,Small,72305,68
1,MBA,QA Engineer,Large,57470,7440
14,PhD,Data Scientist,Medium,63095,1046
6,PhD,Project Manager,Large,64660,8632
5,Master,Data Scientist,Medium,45485,960
11,PhD,QA Engineer,Small,54549,174
4,MBA,Business Analyst,Small,57470,140
13,MBA,Data Scientist,Medium,67009,764
11,Bachelor,Business Analyst,Medium,53996,919
3,PhD,Data Scientist,Medium,47622,1897
1,Master,Project Manager,Small,49502,489
6,Master,QA Engineer,Medium,48394,513
18,MBA,Data Scientist,Small,78988,119
10,PhD,Data Analyst,Medium,64691,575
5,Master,Project Manager,Small,52343,385
10,PhD,Data Analyst,Medium,58610,676
12,PhD,Project Manager,Large,67954,2523
2,Bachelor,Project Manager,Large,39451,9142
13,Master,Data Scientist,Small,58889,73
8,Bachelor,QA Engineer,Medium,37435,1507
2,Master,QA Engineer,Large,46787,9421
20,PhD,Software Developer,Medium,67078,1012
1,Master,QA Engineer,Medium,49001,1731
5,MBA,Business Analyst,Medium,72553,1061
9,PhD,Data Scientist,Large,52179,9680
17,Master,Data Analyst,Small,68792,303
9,Bachelor,QA Engineer,Large,49443,5155
11,Bachelor,Data Analyst,Small,46543,201
15,PhD,Software Developer,Large,57744,6259
6,Bachelor,Data Scientist,Medium,27494,1581
3,PhD,QA Engineer,Medium,57398,702
17,PhD,Data Analyst,Medium,74583,784
5,PhD,Project Manager,Large,51142,3701
12,Master,QA Engineer,Large,51389,6527
18,PhD,Software Developer,Small,69722,207
14,Bachelor,Project Manager,Large,52397,4990
11,MBA,Data Analyst,Small,74066,216
9,Master,Data Analyst,Large,51783,7890
2,Bachelor,Data Scientist,Medium,43313,501
12,PhD,Data Scientist,Large,58996,8652
3,PhD,Data Analyst,Medium,52635,579
3,MBA,Project Manager,Large,63023,8833
1,Bachelor,Data Scientist,Small,35577,222
8,Master,Data Analyst,Large,50180,4994
8,Bachelor,Project Manager,Medium,55411,1678
11,PhD,Business Analyst,Large,68075,8316
9,Master,QA Engineer,Small,45885,148
5,PhD,Business Analyst,Small,55496,294
14,PhD,Business Analyst,Small,55007,291
3,Bachelor,QA Engineer,Small,41903,226
5,MBA,Data Analyst,Large,57746,9315
5,PhD,Data Analyst,Small,52986,212
19,Bachelor,Data Scientist,Large,61711,2749
14,Master,Software Developer,Large,59176,5757
4,MBA,Data Analyst,Large,56725,3351
13,PhD,QA Engineer,Small,56938,197
10,PhD,Software Developer,Small,62096,341
18,Master,QA Engineer,Large,59021,7258
8,Bachelor,QA Engineer,Large,44338,5947
8,PhD,QA Engineer,Large,51463,5511
7,Master,Software Developer,Medium,37924,1943
8,PhD,Business Analyst,Medium,60702,1677
14,Bachelor,Project Manager,Small,50487,419
19,MBA,QA Engineer,Medium,74945,1598
6,Bachelor,Data Scientist,Large,50121,3920
1,Bachelor,Data Analyst,Large,41251,8685
15,Bachelor,Project Manager,Small,55979,196
1,Master,Data Analyst,Small,42687,217
17,PhD,Data Analyst,Medium,61736,762
1,MBA,Software Developer,Large,59957,4107
15,Master,Data Scientist,Small,65294,158
2,Bachelor,Data Scientist,Small,38233,394
14,MBA,Project Manager,Medium,78669,1963
8,Bachelor,Data Scientist,Small,41287,419
8,Bachelor,Data Scientist,Medium,38122,805
19,Bachelor,Data Scientist,Large,55728,9080
7,MBA,Project Manager,Medium,65522,955
19,PhD,Business Analyst,Small,70818,71
6,Bachelor,Data Scientist,Medium,41772,813
6,PhD,Data Scientist,Medium,57858,1871
3,MBA,Software Developer,Large,59066,9347
7,MBA,Software Developer,Medium,57370,603
19,Bachelor,Data Scientist,Small,61312,242
8,PhD,Business Analyst,Small,54346,304
10,PhD,Data Scientist,Large,60727,4067
20,Bachelor,Data Scientist,Large,58123,8253
15,Master,Data Scientist,Large,51937,7405
15,Master,QA Engineer,Small,60735,276
1,MBA,Business Analyst,Medium,53907,1296
20,MBA,Data Analyst,Small,75349,200
7,Master,Data Scientist,Small,47187,201
4,Master,Data Analyst,Large,47688,7420
6,Master,Business Analyst,Large,48312,9371
1,Bachelor,Data Scientist,Medium,31922,1559
5,Bachelor,Data Analyst,Medium,40203,761
1,Bachelor,Project Manager,Medium,39578,1764
4,Bachelor,Data Analyst,Medium,40697,1396
2,Bachelor,Business Analyst,Small,33516,344
10,Bachelor,Data Scientist,Medium,51666,578
5,MBA,QA Engineer,Small,69193,136
10,PhD,Business Analyst,Small,57421,87
1,MBA,QA Engineer,Medium,56741,656
6,PhD,Data Scientist,Medium,57659,834
13,MBA,Data Analyst,Small,70430,176
15,MBA,Project Manager,Large,76721,6363
4,Bachelor,Project Manager,Medium,34182,511
13,Bachelor,Business Analyst,Large,51468,9539
20,PhD,Business Analyst,Small,76518,224
15,PhD,Business Analyst,Large,60402,2806
8,Bachelor,Software Developer,Small,44762,440
5,MBA,Project Manager,Large,55545,5137
15,PhD,Project Manager,Large,65636,7334
4,Master,Data Scientist,Large,49870,6985
12,Master,Software Developer,Small,53793,152
13,Master,Business Analyst,Small,60455,477
2,PhD,Business Analyst,Small,55522,250
19,Bachelor,QA Engineer,Medium,49966,1395
19,Bachelor,Software Developer,Small,55136,270
4,Bachelor,Data Analyst,Medium,34204,1017
4,PhD,Project Manager,Small,53316,218
11,PhD,Data Scientist,Medium,66469,1267
5,Master,Data Analyst,Large,48492,7066
20,PhD,Data Analyst,Large,73992,6783
11,Master,Data Scientist,Small,52192,156
10,Master,Business Analyst,Medium,56272,1447
8,Bachelor,Project Manager,Large,46577,3292
6,PhD,QA Engineer,Large,61383,4877
6,Bachelor,Business Analyst,Medium,44069,1560
8,Bachelor,Business Analyst,Small,38248,475
15,PhD,Software Developer,Large,59863,4577
14,PhD,Data Analyst,Small,59196,123
11,MBA,Data Analyst,Small,66366,97
12,Master,Project Manager,Medium,62955,1627
13,MBA,Data Analyst,Medium,77352,1562
8,Master,QA Engineer,Large,52734,6242
18,Master,QA Engineer,Medium,66546,666
1,Master,QA Engineer,Large,45704,7274
15,Bachelor,Data Scientist,Large,59194,7002
8,Bachelor,Project Manager,Large,40415,8644
11,PhD,QA Engineer,Small,67607,427
12,Master,Software Developer,Small,55879,121
12,Master,Software Developer,Medium,57008,1185
4,Master,Business Analyst,Medium,51406,1975
16,Bachelor,Business Analyst,Large,56607,7149
4,PhD,Project Manager,Large,48466,6736
5,Bachelor,Business Analyst,Small,41152,455
5,MBA,Business Analyst,Small,65548,240
8,MBA,Software Developer,Large,62607,6556
10,MBA,Business Analyst,Large,65152,9610
17,PhD,Software Developer,Medium,70125,1064
9,MBA,QA Engineer,Large,67710,7255
19,PhD,QA Engineer,Large,67588,2574
14,Bachelor,Project Manager,Large,59497,3685
8,Bachelor,Data Scientist,Small,46652,490
9,PhD,Business Analyst,Small,48074,387
11,Bachelor,QA Engineer,Medium,51267,1021
1,Bachelor,QA Engineer,Medium,40468,1600
14,PhD,Project Manager,Medium,68302,1274
5,MBA,Data Analyst,Large,59869,8291
14,PhD,Data Analyst,Large,60123,6941
4,Master,Project Manager,Small,45990,233
1,Bachelor,Software Developer,Large,38174,5725
19,PhD,Data Scientist,Large,74616,4895
8,Bachelor,Project Manager,Small,47290,467
15,MBA,Data Analyst,Medium,79520,824
15,Bachelor,Data Scientist,Large,59755,3170
9,PhD,QA Engineer,Small,58884,72
9,MBA,Project Manager,Small,61960,77
10,MBA,Software Developer,Medium,73146,1514
20,MBA,Data Scientist,Small,82900,218
9,Master,Data Analyst,Medium,46851,1861
3,PhD,QA Engineer,Medium,50459,506
20,PhD,Project Manager,Medium,66930,1370
11,MBA,Business Analyst,Medium,59519,1392
6,Bachelor,QA Engineer,Medium,38319,1640
2,MBA,Data Analyst,Small,47705,59
7,Master,Project Manager,Large,51758,7926
18,MBA,Data Analyst,Medium,77851,653
2,PhD,Business Analyst,Medium,46204,761
17,MBA,QA Engineer,Large,80037,6987
11,Bachelor,Data Scientist,Large,42048,9772
12,PhD,Data Scientist,Medium,68612,857
19,Bachelor,QA Engineer,Large,56517,5365
7,MBA,Data Scientist,Medium,66561,509
20,PhD,Project Manager,Small,66780,357
6,Master,QA Engineer,Large,48811,3480
1,PhD,QA Engineer,Large,48663,7425
17,Bachelor,Data Analyst,Small,54931,156
11,PhD,Software Developer,Large,58884,3413
18,Master,Data Analyst,Small,64607,361
17,Master,Data Scientist,Medium,56953,1852
7,Master,Software Developer,Large,39565,8169
17,Master,QA Engineer,Large,61066,2688
20,Bachelor,Data Scientist,Small,65310,456
9,PhD,Business Analyst,Medium,50380,1371
17,MBA,Data Scientist,Medium,76810,1791
20,Master,Software Developer,Small,64989,187
8,MBA,Software Developer,Large,68316,3123
17,MBA,QA Engineer,Large,76869,4579
7,PhD,Project Manager,Small,52925,292
1,MBA,Business Analyst,Small,49117,498
13,MBA,QA Engineer,Small,72036,78
19,Bachelor,Business Analyst,Large,55415,5432
19,MBA,Business Analyst,Small,74500,479
17,PhD,QA Engineer,Medium,68861,1552
13,MBA,Data Scientist,Small,66172,90
16,PhD,Data Analyst,Medium,67792,1928
8,Master,Business Analyst,Medium,53270,520
19,MBA,Software Developer,Small,71281,246
18,MBA,QA Engineer,Medium,82423,1821
1,MBA,Project Manager,Large,57043,3688
14,Master,Data Scientist,Small,62897,349
19,Bachelor,Business Analyst,Large,57213,9815
15,MBA,Project Manager,Large,83219,4670
18,PhD,Data Scientist,Medium,76936,784
2,Bachelor,QA Engineer,Large,38358,7223
17,Bachelor,Project Manager,Large,55602,7530
18,Bachelor,Software Developer,Small,45525,78
6,MBA,Business Analyst,Small,62170,165
19,Master,Business Analyst,Large,65165,6735
4,Master,Project Manager,Medium,45719,741
1,MBA,Data Scientist,Medium,58117,1101
8,PhD,QA Engineer,Small,60028,99
7,PhD,Data Analyst,Small,54905,69
3,PhD,Business Analyst,Small,52669,240
10,MBA,Software Developer,Medium,64820,1382
10,Master,Business Analyst,Small,46925,57
19,MBA,Business Analyst,Large,87120,7140
14,Master,Data Analyst,Medium,51818,1178
2,Bachelor,Data Analyst,Large,37050,9370
1,MBA,QA Engineer,Small,60943,266
18,Master,Business Analyst,Medium,61302,1070
7,Bachelor,Business Analyst,Small,47243,242
8,Bachelor,Data Scientist,Medium,50976,699
1,MBA,Data Scientist,Small,57562,149
3,Master,Project Manager,Medium,46905,962
8,Bachelor,Project Manager,Medium,48376,1678
15,MBA,Software Developer,Medium,69794,1884
5,Bachelor,Software Developer,Large,35045,2466
3,PhD,Data Scientist,Small,61675,349
19,MBA,Project Manager,Small,80980,321
1,Bachelor,Software Developer,Medium,32868,1494
15,MBA,Business Analyst,Large,84452,8028
8,MBA,Project Manager,Medium,58165,1144
2,Master,Data Analyst,Small,39022,118
3,Master,Project Manager,Small,42252,483
14,Bachelor,Business Analyst,Medium,57692,1655
14,MBA,Data Scientist,Medium,70854,1864
11,MBA,QA Engineer,Medium,68680,1256
16,PhD,QA Engineer,Small,61051,164
4,MBA,Data Scientist,Medium,59958,839
20,Master,Business Analyst,Medium,63626,1785
5,MBA,Software Developer,Small,54016,430
14,Master,Project Manager,Medium,56206,1808
