id,title,release_year,duration,rating,director_id,actor_ids,genre_ids,plot,budget,revenue
165,Tokyo Idols,2017,130,4.5,460,262;661;1344;1105;748;1959;1256,1,Level produce apply paper second become. Him bit tree among. Return land rich product understand service usually cup.,8561225,14678151
166,"""Perfect Getaway, A""",2009,102,4.0,342,978;1009;1533;1702,3;8,Already occur issue front movie. Lay theory specific since. Change size computer bed. Smile raise personal.,6059878,20538540
167,Batman: Mystery of the Batwoman,2003,158,3.0,436,257;449;1054;265;1649;1929,5;13;11;15,Teacher office force care others heart. Style option red.,5965076,16967383
168,Duel in the Sun,1946,106,5.0,73,1350;168;1522;194;1468;827,12;0;4,Return style at score pretty south. Resource notice generation single on. Simply director law.,14840561,16493934
169,"""Chamber, The""",1996,102,3.5,144,511;463;513;378,12,Course very near much hold. Deep agree walk thousand.,25355890,19107560
170,"""Spy Next Door, The""",2010,125,2.0,373,673;1455;1994;946;1368;1209;1064,5;11;14,Cell loss approach. Gun class discuss manager.,22971431,37709394
171,Spring,2015,101,4.5,264,1556;1842;269;671;864;767;1354,3;0;10,Out article responsibility who. International opportunity include candidate team most.,13568054,42509891
172,Nuremberg,2000,130,4.0,74,1531;1855;1637,12;17,Floor well citizen these place account. Allow around admit guy toward.,9087812,19529693
173,Jeepers Creepers 2,2003,135,1.9,197,1626;405;373,3;8,Trial policy happy throw final assume kind. Head interesting common early look blood. Left able analysis arrive budget.,4549804,12807881
174,Freddy vs. Jason,2003,106,2.3,7,1299;69;1710;1627;487,5;3;8,Although ago treatment society. Discover last everybody wall major interest amount. Might speech prove.,42737985,36545732
175,Funny Face,1957,83,3.0,82,660;23;1171;984;990;1756;704;384;1287,14;16,Challenge air rest wind. Less crime amount laugh. Approach Republican forward why spend.,4744314,9830823
176,"""Man in the White Suit, The""",1951,125,3.5,445,925;439;928;1272;538;1117;900;241;1525,14;10,Wide west man current hundred box. Agent north consider mother month.,9778370,28923330
177,Mona Lisa Smile,2003,86,2.8,143,1892;690;1827;381;522;698;1652;1785;998;1581;1124,12;0,International involve effect ahead building accept current. Parent church special voice two. Threat join chance good ask drive.,22610392,4148457
178,C.R.A.Z.Y.,2005,106,3.5,233,1368;1753;701;1563,12,Affect arm entire increase beyond whole phone. Sense somebody anything.,25327432,17966772
179,Manhunter,1986,112,3.9,265,129;1601;748;873;1315;52;1975,5;15;12;3;8,Project buy edge after pretty one name. Attack resource serious teach piece especially able. Property remain first common eight. Maybe space father store start upon house paper.,66074457,74972188
180,"""Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)""",1972,136,4.3,278,193;465;1996;936;1699,14;12;9,Possible cup opportunity rate sport. Owner seek bill traditional western chance. Expert any look entire do company focus.,7805140,21813073
181,"""Double Life, A""",1947,148,2.5,56,1127;1459;605;258,15;12;2,Say whom prove organization old. Yet land address represent.,2039786,1641328
182,Can't Stop the Music,1980,131,3.0,447,628;926;893;1133;1924;169;1978;1775,14;16,Third summer what cause. Level middle star music commercial.,19716267,50408950
183,Two Moon Junction,1988,107,2.0,497,373;814;1679;1927;1813;1046;399;290;1720;1393;454,12;0,Area citizen program agree sort physical. Support top nation wind.,26339750,46528750
184,Ginger Snaps Back: The Beginning,2004,143,3.0,397,406;1502;1524,9;3,Hard reduce past message mean. Large chair born wish while room Mr personal.,31152991,78081981
185,"""Objective, Burma!""",1945,111,3.0,181,1230;1597;310;1152;1761;1086;1075;96;1638;1091;742,17,Air star audience national human employee movement. Serious later they green.,14833427,20042373
186,"""Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)""",2005,127,3.0,276,1420;1939;1087;341;766;325,12,Number key medical join activity. Article agent music industry. List behavior successful success herself be.,15855317,38602342
187,"""City of Women, The (Città delle donne, La)""",1980,161,2.8,51,1300;1299;1759;1266;463,14;12,Before possible base citizen through purpose. Establish close prove nice measure leg sell official. Professor anyone amount great require else so. Interest great analysis tonight politics computer exist throw.,57720600,87213789
188,Tin Man,2007,144,2.2,431,1107;1929;1956;1248;868,9;10,Difference reveal government single least something source. Consider policy those unit reduce executive. Heavy national result very investment enter memory charge.,16061322,0
189,"""Warriors, The""",1979,99,3.9,439,570;100;1964;1984;1943;820,5;15;8,Check full history. Wonder green set stay. Every national a whose whether single.,3719902,5478410
190,Bloodmoon,1997,120,2.5,151,1845;1068;1990;862;1830;975;958;659;278,5;8,Hundred recent direction American job world house. Wrong send knowledge office.,129143831,321618642
191,Elizabeth,1998,115,3.7,369,0;153;514;1450;1138;1368;638,12,Perhaps as feel. Your both to yes eat. Policy clear star daughter imagine discussion little imagine.,55362087,0
192,Nina's Heavenly Delights,2006,124,4.0,106,121;1546;840;287,14,Cost eat truth fly memory hundred.,52214207,0
193,"""Outsiders, The""",1983,142,3.7,73,1684;328;1565;1990;1652;1999;1947;496;801;1610,12,Growth what seek many.,33885454,46662578
194,Frances,1982,132,3.5,81,800;1211;396;509;1708;717;144;463;1972,12,Pattern investment practice their. Event skin indicate suddenly like.,200000000,454559876
195,"""Quick and the Dead, The""",1995,124,3.0,485,287;1828;822;252;1486;1514;1199,5;8;4,Significant camera else Mrs. Piece national what role term left necessary. Even kitchen including summer.,15258375,11065883
196,Dark Shadows,2012,136,2.5,483,421;908;291;1376;564,14;3;6,Style performance try phone water. Instead production pay trip recognize ok recent.,10261567,21624706
197,"""Decline of the American Empire, The (Déclin de l'empire américain, Le)""",1986,110,4.0,389,22;1304;240;1066;637;1073;210;1580,14;12,Find medical note read term force. End finish process book party reveal quickly around. Yes east up threat and box listen.,38996397,97510223
198,Biutiful,2010,140,4.2,321,475;1352;897;611;1683;255;1108;1521;1249;930,12,Dinner other sell new. Debate fire improve remember call method. Foreign outside her account agent.,14504704,23137723
199,Ninja Assassin,2009,100,4.2,78,1802;1544;1864;1474,5;15;12;8,Southern federal will economic another. Your radio ever total technology party. Marriage anyone smile energy add so.,15490023,39746635
200,"""Glass Menagerie, The""",1987,135,3.0,174,1944;83;781;1716;1825;523;231,12,Interest hair series future throughout number. Should who court media part.,9605387,31740126
201,"""Thief of Bagdad, The""",1924,147,3.5,320,872;1198;344;1794;1453;1416;1772;1627;997;1553,5;9,Drug site election identify. Situation take contain industry red approach. Plan page get understand across use.,36522347,175862175
202,"""Pelican Brief, The""",1993,104,2.9,149,1070;211;181;1498;1235;1965,15;12;7;0;8,Talk brother charge Congress. Into thing really listen husband shake party. Agree bad exactly work begin treat.,6957601,0
203,Hidden (a.k.a. Cache) (Caché),2005,149,2.5,306,494;1780;1740;1361;1012;1713;1436;1972,12;7;8,Mouth military hold art set. Address listen might how represent yard campaign. Common other walk know.,46472237,89069757
204,"""Sound of Thunder, A""",2005,125,2.8,221,116;1306;215;1771;1576;573;1725;1482;1500,5;12;10;8,Land yes impact enjoy clearly.,7838130,44431442
205,Robin Hood,1973,122,3.5,141,1311;1040;673;859;1365;1712;514,13;11;14;16,Challenge book clearly data. Director service long direction generation. Role term mother leave go standard collection work.,26947330,83230869
206,"""Woods, The""",2006,129,3.0,182,26;207;1460;1650,3,Finally but newspaper seem. Food education someone woman environmental all war. Figure happen present full certainly.,30216056,24604581
207,Jupiter Ascending,2015,129,2.0,248,1199;1013;453;1210;888;1363,5;10,Born war child require. Experience Mr she room man vote safe.,158620401,637357402
208,City Heat,1984,151,3.0,136,1599;1692;1451;999,5;14,Just similar shake drug fall political score. College court strategy much rate standard today.,14487319,7469556
209,The Falcon and the Snowman,1985,117,3.3,287,1242;1062;1782;1894;1367;783;86;1232;220,15;12;8,Pretty article suggest. Six while step effort resource create hit yes. Foot nation stop environment throw.,25539195,92995545
210,Absolutely Anything,2015,86,3.0,302,1178;194;240;1979,14;10,Thing activity tax tell skin. Method resource how listen. Method attack interesting writer everything.,111501691,196576160
211,"""Informant!, The""",2009,111,3.7,391,738;1188;1377;1452;1850;1236,14;15;12;8,Energy into stay decision movement gun. Little people late six.,8779198,0
212,Eva,2011,136,5.0,215,1471;1524;81;711;1325;1614;901;1745;943,12;9;10,Politics prepare travel. Drive other chair lead maybe produce.,25992483,1691035
213,Bridget Jones's Baby,2016,94,1.0,293,76;1925;816;1665;1649;1286;1524;1592;884;1370;1859,14;0,Sound nothing international only method choice. Article year fire official car look ever last. Effect discussion special technology.,17265404,77755304
214,Outfoxed: Rupert Murdoch's War on Journalism,2004,114,3.3,13,1161;370;49;1291;1937;673,1,Security high education environmental toward story possible. Last miss draw society character both position near. Hot stage want. Decide common term under Republican news deep.,5372785,8765083
215,"""Straight Story, The""",1999,114,3.9,50,1885;844;1642;58;1493;935;1739,12,And bring continue compare. Administration reality history.,1628407,3124192
216,Celebrity,1998,115,2.6,456,734;1676;1398;704;721;1993;1977,14,Boy travel meet place public newspaper. Resource business natural stand country himself behavior. True dog need up.,48457920,231310689
217,Extreme Measures,1996,142,2.5,127,913;1605;97;664;938;1431;1300,12;8,Operation sense skill everybody. Political crime finally term open story so.,18459898,6280262
218,New Year's Eve,2011,171,2.0,134,428;1143;1578;1768;1120,14;0,Cup significant admit.,25628573,51792627
219,"""Bounty Hunter, The""",2010,119,2.8,331,1516;821;1542;713;1599;1670;352;1729,5;14;0,About stage everything forget. Here street former total animal item to hope. Begin actually positive trouble federal.,29446474,52516590
220,"""Time Masters (Maîtres du temps, Les)""",1982,108,4.5,255,683;720;1262;1102,13;10,Region through wall would. Space must beyond.,13980038,27273238
221,LBJ,2017,109,4.0,378,648;1697;626;207;1872;1478,12,Especially peace among past happen no crime information. Family cell move nothing perform. Home learn address doctor. Newspaper mind play brother more radio.,11841894,25574291
222,Voyage to the Bottom of the Sea,1961,114,3.0,46,640;1273;1018;1309;381;1549;783;414;542,10,Authority air sort investment guy such notice to. Really door against. Car thing shake grow.,108688112,0
223,"""Equalizer, The""",2014,141,3.3,438,718;690;1650;896;1834;740;1545;326;1964;345,5;15;8,Officer store cost address within network accept. Happy cause authority leave friend fire whatever. Main fact bed security major his continue. Benefit pull strong necessary.,83979660,0
224,"""Unforgettable Summer, An (Un été inoubliable)""",1994,113,2.0,165,228;388;1191,12,Part or vote job. Class owner local mention.,16660632,0
225,30 Minutes or Less,2011,104,2.7,158,1434;1315;1147;606;1549;1146;1102;364;815;1266;1424,5;14;15,Apply religious yet this return hand trouble. Statement get family main.,7955898,36823123
226,"""Bad News Bears, The""",1976,138,3.3,38,191;185;1457;1224;1873;1795,14,Itself media able official call thank.,86146086,265546007
227,King Kong,1933,97,3.6,339,1745;539;298;1466;696;1091;724;812;272,5;9;3,Report adult same. Place detail region garden. Week least deep carry summer.,14295848,39085732
228,"""Flamingo Kid, The""",1984,95,2.9,471,212;1730;1958;1507;1668;1794;1817;1635;601,14;12,Me try particularly thought. Above become minute war stage. Claim energy laugh bed.,49278499,80792685
229,Waiting to Exhale,1995,112,2.4,314,663;460;906;1691,14;12;0,Hope value under some. According assume skill wall political send. Before off window particular.,49178149,131128368
230,Jimmy Hollywood,1994,112,2.5,20,1122;317;1367;560;53;1012,14;15;12,Wonder prevent fire into. Season dinner stage. Apply notice current allow audience involve.,77001064,29137588
231,Flash Gordon Conquers the Universe,1940,132,1.2,114,502;1792;462;901;1326;1662,5;10,Above low town. Theory off fine represent. Dinner position something miss including.,43710602,67125512
